TYPE,BANK,DEBITS_TRANSACTIONS,DEBIT_AMOUNT,CREDIT_TRANSACTIONS,CREDIT_AMOUNT,DATE
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,15227,1078.19,27800,1460.61,Dec-16
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,16334,1139.03,30496,1740.33,Jan-17
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,13227,883.84,24578,1539.79,Feb-17
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,15155,1169.96,29383,2164.16,Mar-17
COOPERATIVE,KARAD URBAN CO-OP BANK LTD,12635,926.28,20599,1725.52,Apr-17
PRIVATE_SECTOR,KARNATAKA BANK LTD,268414,15543.30,613525,25427.53,May-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,274911,19157.67,595262,27410.76,Jun-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,256675,16403.26,590232,25724.70,Jul-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,288216,16337.03,621198,27792.60,Aug-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,271113,16226.96,604914,26140.03,Sep-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,295592,17336.16,648188,28267.98,Oct-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,335404,19189.76,721886,29157.16,Nov-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,519192,25617.59,962833,43246.43,Dec-16
PRIVATE_SECTOR,KARNATAKA BANK LTD,521547,27667.71,954512,40140.15,Jan-17
PRIVATE_SECTOR,KARNATAKA BANK LTD,377723,22094.15,855818,38938.01,Feb-17
PRIVATE_SECTOR,KARNATAKA BANK LTD,434603,29779.91,984249,50825.86,Mar-17
PRIVATE_SECTOR,KARNATAKA BANK LTD,329828,21360.87,785748,37065.79,Apr-17
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,10076,339.25,69185,1091.21,May-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,9429,546.83,194391,1897.01,Jun-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,10807,776.57,78368,951.40,Jul-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,21929,558.10,205385,1175.38,Aug-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,10736,412.46,116508,1326.07,Sep-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,11799,706.46,145190,2443.25,Oct-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,24963,1017.07,81491,3140.21,Nov-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,62531,1934.62,47173,3352.65,Dec-16
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,77108,2402.08,54729,6325.65,Jan-17
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,64499,2392.92,114274,7823.57,Feb-17
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,63919,2837.46,70740,7252.64,Mar-17
COOPERATIVE,KARNATAKA STATE COOP APEX BANK,48238,1772.25,49354,3038.75,Apr-17
RURAL,KARNATAKA VIKAS GRAMEEN BANK,50725,1309.49,228528,2812.38,May-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,42333,1322.26,197142,3038.06,Jun-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,56408,1239.07,342554,2828.36,Jul-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,44539,1301.00,156697,2923.45,Aug-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,43042,1103.55,295163,2478.85,Sep-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,39053,1940.41,222679,2201.95,Oct-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,68617,4875.61,162433,5410.40,Nov-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,145745,12601.94,148488,7149.82,Dec-16
RURAL,KARNATAKA VIKAS GRAMEEN BANK,133363,17160.23,234458,7456.16,Jan-17
RURAL,KARNATAKA VIKAS GRAMEEN BANK,97374,7646.19,165678,6394.98,Feb-17
RURAL,KARNATAKA VIKAS GRAMEEN BANK,90847,9127.46,209359,6314.66,Mar-17
RURAL,KARNATAKA VIKAS GRAMEEN BANK,70193,6148.13,174579,6748.74,Apr-17
PRIVATE_SECTOR,KARUR VYSYA BANK,515816,31498.31,674416,45727.07,May-16
PRIVATE_SECTOR,KARUR VYSYA BANK,535869,33166.80,700030,49781.18,Jun-16
PRIVATE_SECTOR,KARUR VYSYA BANK,526279,32262.08,694306,47364.39,Jul-16
PRIVATE_SECTOR,KARUR VYSYA BANK,581807,33336.95,732888,49578.49,Aug-16
PRIVATE_SECTOR,KARUR VYSYA BANK,561487,35567.30,712435,50726.87,Sep-16
PRIVATE_SECTOR,KARUR VYSYA BANK,593212,38833.78,760098,48114.00,Oct-16
PRIVATE_SECTOR,KARUR VYSYA BANK,637769,42572.37,845822,48824.32,Nov-16
PRIVATE_SECTOR,KARUR VYSYA BANK,968772,53360.46,1226567,62228.50,Dec-16
PRIVATE_SECTOR,KARUR VYSYA BANK,1029763,62209.08,1240633,69650.71,Jan-17
PRIVATE_SECTOR,KARUR VYSYA BANK,842048,52669.58,1063772,61763.63,Feb-17
PRIVATE_SECTOR,KARUR VYSYA BANK,949248,71866.13,1200750,85848.48,Mar-17
PRIVATE_SECTOR,KARUR VYSYA BANK,751848,51334.11,973269,63331.75,Apr-17
RURAL,Kerala Gramin Bank,43974,1672.92,200868,2112.57,May-16
RURAL,Kerala Gramin Bank,39410,2626.56,102247,2301.28,Jun-16
RURAL,Kerala Gramin Bank,36747,8966.36,123149,2316.06,Jul-16
RURAL,Kerala Gramin Bank,42548,3879.85,160363,2480.80,Aug-16
RURAL,Kerala Gramin Bank,65020,1587.58,136558,2134.88,Sep-16
RURAL,Kerala Gramin Bank,41231,1709.89,80718,2206.67,Oct-16
RURAL,Kerala Gramin Bank,61710,3040.72,133462,3937.30,Nov-16
RURAL,Kerala Gramin Bank,112933,9944.98,213783,9701.11,Dec-16
RURAL,Kerala Gramin Bank,102420,5212.76,216088,7021.06,Jan-17
RURAL,Kerala Gramin Bank,79125,6675.34,186272,7395.26,Feb-17
RURAL,Kerala Gramin Bank,79663,7403.67,365951,6999.87,Mar-17
RURAL,Kerala Gramin Bank,68894,8260.20,185770,4828.49,Apr-17
FOREIGN,KOREA EXCHANGE BANK,159,170.47,172,65.98,May-16
FOREIGN,KOREA EXCHANGE BANK,147,122.88,283,58.78,Jun-16
FOREIGN,KOREA EXCHANGE BANK,91,85.19,191,66.38,Jul-16
FOREIGN,KOREA EXCHANGE BANK,100,1360.23,229,632.05,Aug-16
FOREIGN,KOREA EXCHANGE BANK,126,91.45,206,213.78,Sep-16
FOREIGN,KOREA EXCHANGE BANK,145,70.54,310,81.36,Oct-16
FOREIGN,KOREA EXCHANGE BANK,156,64.28,287,302.59,Nov-16
FOREIGN,KOREA EXCHANGE BANK,106,197.77,366,756.03,Dec-16
FOREIGN,KOREA EXCHANGE BANK,162,463.38,317,480.06,Jan-17
FOREIGN,KOREA EXCHANGE BANK,135,203.68,357,540.14,Feb-17
FOREIGN,KOREA EXCHANGE BANK,112,575.84,314,681.57,Mar-17
FOREIGN,KOREA EXCHANGE BANK,146,25.24,306,608.18,Apr-17
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,2766126,212659.66,1305147,172060.42,May-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,3425898,238050.17,1473551,194107.90,Jun-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,3101151,232597.26,1485500,208104.06,Jul-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,3198750,261471.24,1581349,250915.65,Aug-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,3382202,283766.65,1641557,255137.01,Sep-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,3601508,293088.76,1875331,258049.60,Oct-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,3324746,255930.52,1975134,238371.74,Nov-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,4296298,311551.09,2491356,289013.99,Dec-16
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,5052061,315992.99,2487567,304171.63,Jan-17
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,4486914,326188.91,2365902,319319.08,Feb-17
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,5867626,454431.00,2957981,475969.00,Mar-17
PRIVATE_SECTOR,KOTAK MAHINDRA BANK LTD,4292534,345863.09,2352177,357686.54,Apr-17
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,5822,467.50,4320,512.06,May-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,5825,472.61,4854,487.49,Jun-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,5489,450.67,4848,432.22,Jul-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,6086,495.02,5339,441.63,Aug-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,6367,497.00,5566,458.98,Sep-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,6386,553.81,6178,498.84,Oct-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,6778,572.53,6343,484.35,Nov-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,9060,662.57,9505,583.17,Dec-16
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,9702,699.74,8751,594.35,Jan-17
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,8451,666.93,7976,672.54,Feb-17
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,10158,857.75,11366,1019.76,Mar-17
COOPERATIVE,KURMANCHAL NAGAR SAHAKARI BANK,8374,685.86,7216,583.26,Apr-17
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,147063,10952.57,169931,12598.82,May-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,151857,10919.63,178111,13436.37,Jun-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,159357,9802.37,176781,13962.54,Jul-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,155804,10938.61,189678,14432.66,Aug-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,168222,10647.79,189008,12990.44,Sep-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,159334,11807.96,197355,14655.20,Oct-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,230312,16219.29,219214,18655.37,Nov-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,362278,17729.26,333449,22831.91,Dec-16
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,404869,21528.84,333329,22504.78,Jan-17
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,293975,15608.47,283236,20576.25,Feb-17
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,335100,27051.58,317943,29450.60,Mar-17
PRIVATE_SECTOR,LAKSHMI VILAS BANK LTD,266447,15987.38,257207,20687.75,Apr-17
COOPERATIVE,MAHANAGAR COOP BANK LTD,5884,541.88,17073,888.68,May-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,6946,620.63,18276,1073.01,Jun-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,6516,620.80,18372,940.64,Jul-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,6570,638.71,19511,1174.64,Aug-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,6037,600.56,19513,1135.36,Sep-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,6864,659.42,27129,1313.30,Oct-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,8977,692.79,20855,1073.18,Nov-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,14452,881.99,33786,1365.39,Dec-16
COOPERATIVE,MAHANAGAR COOP BANK LTD,15392,1073.80,32205,1443.77,Jan-17
COOPERATIVE,MAHANAGAR COOP BANK LTD,11781,973.93,29810,1450.73,Feb-17
COOPERATIVE,MAHANAGAR COOP BANK LTD,14494,1250.07,34031,1735.65,Mar-17
COOPERATIVE,MAHANAGAR COOP BANK LTD,11091,950.27,30760,1353.82,Apr-17
RURAL,MAHARASHTRA GRAMIN BANK,8983,673.69,231,10.43,Sep-16
RURAL,MAHARASHTRA GRAMIN BANK,32002,1988.76,2198,200.08,Oct-16
RURAL,MAHARASHTRA GRAMIN BANK,42749,2439.39,8376,483.44,Nov-16
RURAL,MAHARASHTRA GRAMIN BANK,107648,4545.43,40836,1531.55,Dec-16
RURAL,MAHARASHTRA GRAMIN BANK,102248,4706.98,62817,2811.20,Jan-17
RURAL,MAHARASHTRA GRAMIN BANK,73585,3655.62,56922,3020.5,Feb-17
RURAL,MAHARASHTRA GRAMIN BANK,83812,4456.85,68992,4675.23,Mar-17
RURAL,MAHARASHTRA GRAMIN BANK,76126,3950.49,80247,3575.29,Apr-17
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,2569,93.51,5272,2125.41,May-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,2403,97.81,5590,1171.55,Jun-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,3940,110.27,5856,2351.10,Jul-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,5322,113.21,6245,1742.17,Aug-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,2311,310.20,6177,1613.15,Sep-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,3020,456.63,7037,2418.88,Oct-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,2729,143.73,6461,3553.05,Nov-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,3474,411.27,7887,3252.85,Dec-16
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,4059,377.62,7986,4800.91,Jan-17
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,3729,338.01,8017,5462.56,Feb-17
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,4113,523.78,10408,6338.84,Mar-17
COOPERATIVE,MAHARASHTRA STATE CO-OP BANK LTD,3525,205.90,8519,4730.73,Apr-17
FOREIGN,MASHREQ BANK,454,123.78,44,4.27,May-16
FOREIGN,MASHREQ BANK,418,130.64,42,5.11,Jun-16
FOREIGN,MASHREQ BANK,363,195.96,36,3.58,Jul-16
FOREIGN,MASHREQ BANK,442,234.26,34,2.29,Aug-16
FOREIGN,MASHREQ BANK,382,273.02,64,105.54,Sep-16
FOREIGN,MASHREQ BANK,304,184.29,34,4.41,Oct-16
FOREIGN,MASHREQ BANK,371,91.34,39,102.14,Nov-16
FOREIGN,MASHREQ BANK,378,156.16,45,3.80,Dec-16
FOREIGN,MASHREQ BANK,324,384.41,48,180.71,Jan-17
FOREIGN,MASHREQ BANK,313,116.58,30,101.98,Feb-17
FOREIGN,MASHREQ BANK,379,380.93,53,9.81,Mar-17
FOREIGN,MASHREQ BANK,300,197.41,45,383.28,Apr-17
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,14594,1587.74,14034,1251.40,May-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,15035,1846.23,13329,1332.99,Jun-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,14283,1976.70,15126,1794.34,Jul-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,16888,2080.48,15130,1433.66,Aug-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,18942,1625.71,16825,1474.48,Sep-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,19644,1222.14,21284,1874.89,Oct-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,9510,799.60,17680,1522.47,Nov-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,16918,1748.87,23188,2462.64,Dec-16
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,23009,1767.46,25074,2348.64,Jan-17
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,19228,1632,24288,2571.32,Feb-17
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,23315,3275.08,34876,3934.96,Mar-17
COOPERATIVE,MEHSANA URBAN COOPERATIVE BANK LTD,17608,2166.27,23804,2592.11,Apr-17
COOPERATIVE,MIZUHO CORPORATE BANK LTD,11327,8259.54,2946,6114.85,May-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,11629,4969.10,2914,7321.74,Jun-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,12117,3356.40,3129,8695.48,Jul-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,12125,5392.03,3410,7335.18,Aug-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,13067,5272.53,3409,6663.95,Sep-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,13732,4105.80,3067,9520.16,Oct-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,11185,7479.31,3247,5120.48,Nov-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,13953,7110.00,3258,6239.12,Dec-16
COOPERATIVE,MIZUHO CORPORATE BANK LTD,11830,3368.95,3022,14776.06,Jan-17
COOPERATIVE,MIZUHO CORPORATE BANK LTD,12587,10127.19,3087,10095.27,Feb-17
COOPERATIVE,MIZUHO CORPORATE BANK LTD,16535,9478.58,3961,8176.85,Mar-17
COOPERATIVE,MIZUHO CORPORATE BANK LTD,13783,7961.42,3436,8010.38,Apr-17
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,5381,142.86,8876,818.17,May-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,5796,199.18,8920,866.48,Jun-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,7642,501.46,10301,1088.46,Jul-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,8561,495.96,11628,1095.02,Aug-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,10795,406.98,11158,997.80,Sep-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,13437,584.46,13922,1416.10,Oct-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,7566,321.02,13492,1164.06,Nov-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,10631,1305.05,17564,1200.96,Dec-16
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,13352,424.63,16311,1157.53,Jan-17
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,10445,329.59,15554,1192.26,Feb-17
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,13780,529.46,20724,1505.09,Mar-17
COOPERATIVE,MUMBAI DISTRICT CENTRAL CO-OP. BANK,12160,390.66,18527,2047.52,Apr-17
COOPERATIVE,MUNICIPAL COOP BANK LTD,528,39.83,2966,534.61,May-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,655,1272.79,2870,532.33,Jun-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,738,41.43,2951,521.53,Jul-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,810,35.21,3157,628.01,Aug-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,761,37.07,3028,567.61,Sep-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,985,35.47,3255,675.06,Oct-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,1349,63.03,3481,605.60,Nov-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,4356,235.24,5049,736.75,Dec-16
COOPERATIVE,MUNICIPAL COOP BANK LTD,3884,225.84,4953,778.98,Jan-17
COOPERATIVE,MUNICIPAL COOP BANK LTD,3101,177.62,4306,683.53,Feb-17
COOPERATIVE,MUNICIPAL COOP BANK LTD,2435,507.56,5437,826.75,Mar-17
COOPERATIVE,MUNICIPAL COOP BANK LTD,2238,211.79,4376,684.97,Apr-17
COOPERATIVE,NAGAR URBAN COOP BANK LTD,5075,417.29,2381,314.41,May-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,5337,582.14,2958,301.76,Jun-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,5197,411.09,4863,271.07,Jul-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,5295,493.27,6016,251.06,Aug-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,5239,508.92,4509,307.39,Sep-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,5827,590.50,5995,346.14,Oct-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,7994,838.83,4963,426.53,Nov-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,10690,776.16,10422,726.81,Dec-16
COOPERATIVE,NAGAR URBAN COOP BANK LTD,12874,901.75,12993,970.65,Jan-17
COOPERATIVE,NAGAR URBAN COOP BANK LTD,10468,859.86,9741,856.63,Feb-17
COOPERATIVE,NAGAR URBAN COOP BANK LTD,11202,1170.41,11191,1137.01,Mar-17
COOPERATIVE,NAGAR URBAN COOP BANK LTD,8428,866.67,7136,683.92,Apr-17
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,4795,453.33,6363,505.34,May-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,4930,399.20,6621,575.02,Jun-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,4780,351.31,6603,499.95,Jul-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,4999,350.17,7048,560.10,Aug-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,4778,376.72,6582,939.46,Sep-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,5392,411.64,7598,1776.62,Oct-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,5613,440.89,7854,554.91,Nov-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,8310,535.88,10609,732.52,Dec-16
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,9212,612.55,11365,764.22,Jan-17
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,8118,578.42,10697,739.67,Feb-17
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,9838,792.33,14319,1277.63,Mar-17
COOPERATIVE,NAGPUR NAGRIK SAHAKARI BANK LTD,8175,640.25,10413,781.17,Apr-17
PRIVATE_SECTOR,NAINITAL BANK LTD,16958,1409.35,26518,2291.12,May-16
PRIVATE_SECTOR,NAINITAL BANK LTD,16933,1785.74,33373,2714.15,Jun-16
PRIVATE_SECTOR,NAINITAL BANK LTD,15834,1135.13,34695,1951.89,Jul-16
PRIVATE_SECTOR,NAINITAL BANK LTD,17144,1266.93,33937,2682.66,Aug-16
PRIVATE_SECTOR,NAINITAL BANK LTD,17351,1416.07,38349,2455.10,Sep-16
PRIVATE_SECTOR,NAINITAL BANK LTD,19180,1506.54,40648,2295.77,Oct-16
PRIVATE_SECTOR,NAINITAL BANK LTD,19294,2089.79,34763,2114.57,Nov-16
PRIVATE_SECTOR,NAINITAL BANK LTD,29928,2264.98,54511,2879.56,Dec-16
PRIVATE_SECTOR,NAINITAL BANK LTD,31740,2623.67,47180,3091.86,Jan-17
PRIVATE_SECTOR,NAINITAL BANK LTD,25355,2040.39,42002,3280.27,Feb-17
PRIVATE_SECTOR,NAINITAL BANK LTD,32782,2954.07,64456,5239.26,Mar-17
PRIVATE_SECTOR,NAINITAL BANK LTD,25081,2241.68,39917,3859.67,Apr-17
FOREIGN,NATIONAL AUSTRALIA BANK,9,0.06,8,0.30,May-16
FOREIGN,NATIONAL AUSTRALIA BANK,4,0.05,4,0.23,Jun-16
FOREIGN,NATIONAL AUSTRALIA BANK,2,0.02,2,0.18,Jul-16
FOREIGN,NATIONAL AUSTRALIA BANK,1,0.09,13,0.17,Aug-16
FOREIGN,NATIONAL AUSTRALIA BANK,0,0.00,16,0.12,Sep-16
FOREIGN,NATIONAL AUSTRALIA BANK,3,0.03,15,0.38,Oct-16
FOREIGN,NATIONAL AUSTRALIA BANK,3,0.01,18,0.42,Nov-16
FOREIGN,NATIONAL AUSTRALIA BANK,3,0.00,15,0.10,Dec-16
FOREIGN,NATIONAL AUSTRALIA BANK,2,0.00,13,0.05,Jan-17
FOREIGN,NATIONAL AUSTRALIA BANK,1,0,6,0.77,Feb-17
FOREIGN,NATIONAL AUSTRALIA BANK,1,0.00,20,37.74,Mar-17
FOREIGN,NATIONAL AUSTRALIA BANK,5,0.08,14,51.11,Apr-17
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,56,12.33,3,0.01,May-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,47,10.54,1,0.02,Jun-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,63,15.36,4,0.52,Jul-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,53,11.24,7,23.35,Aug-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,50,23.36,5,0.23,Sep-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,56,32.55,4,4.00,Oct-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,62,11.18,1,0.00,Nov-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,48,27.30,2,0.00,Dec-16
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,12,0.71,3,0.00,Jan-17
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,49,15.12,2,0,Feb-17
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,36,53.41,4,0.01,Mar-17
FOREIGN,NATIONAL BANK OF ABU DHABI PJSC,29,19.26,3,0.00,Apr-17
COOPERATIVE,NEW INDIA CO-OP BANK,7079,522.75,17517,768.05,May-16
COOPERATIVE,NEW INDIA CO-OP BANK,6443,620.70,18749,1020.48,Jun-16
COOPERATIVE,NEW INDIA CO-OP BANK,8848,659.81,18652,892.14,Jul-16
COOPERATIVE,NEW INDIA CO-OP BANK,7846,458.18,19621,825.08,Aug-16
COOPERATIVE,NEW INDIA CO-OP BANK,8719,652.15,19277,1136.60,Sep-16
COOPERATIVE,NEW INDIA CO-OP BANK,7864,888.23,21522,968.99,Oct-16
COOPERATIVE,NEW INDIA CO-OP BANK,7839,838.62,21608,874.99,Nov-16
COOPERATIVE,NEW INDIA CO-OP BANK,13254,719.61,27802,2210.52,Dec-16
COOPERATIVE,NEW INDIA CO-OP BANK,10498,636.26,27677,1558.08,Jan-17
COOPERATIVE,NEW INDIA CO-OP BANK,10645,656.93,26309,1525.63,Feb-17
COOPERATIVE,NEW INDIA CO-OP BANK,14084,871.70,33347,1385.79,Mar-17
COOPERATIVE,NEW INDIA CO-OP BANK,10459,660.58,27159,1129.55,Apr-17
COOPERATIVE,NKGSB BANK,19502,1666.37,37698,1924.84,May-16
COOPERATIVE,NKGSB BANK,20309,1546.84,40160,2062.15,Jun-16
COOPERATIVE,NKGSB BANK,20982,1491.79,41017,2080.75,Jul-16
COOPERATIVE,NKGSB BANK,20770,1496.08,42622,2701.66,Aug-16
COOPERATIVE,NKGSB BANK,20307,1781.23,42401,2419.24,Sep-16
COOPERATIVE,NKGSB BANK,24518,1865.86,49697,2591.52,Oct-16
COOPERATIVE,NKGSB BANK,27769,1686.58,48282,2305.59,Nov-16
COOPERATIVE,NKGSB BANK,37129,2198.08,63772,3143.57,Dec-16
COOPERATIVE,NKGSB BANK,30931,2091.77,62375,2788.23,Jan-17
COOPERATIVE,NKGSB BANK,23839,2323.9,56492,2841.76,Feb-17
COOPERATIVE,NKGSB BANK,30124,3594.57,69482,3378.78,Mar-17
