TYPE,BANK,DEBITS_TRANSACTIONS,DEBIT_AMOUNT,CREDIT_TRANSACTIONS,CREDIT_AMOUNT,DATE
COOPERATIVE,THE AP STATE COOP BANK LTD,74904,3986.09,76545,4499.22,Feb-17
COOPERATIVE,THE AP STATE COOP BANK LTD,57360,3473.23,79840,4995.90,Mar-17
COOPERATIVE,THE AP STATE COOP BANK LTD,45401,2469.30,51252,4019.61,Apr-17
COOPERATIVE,THE BARAMATI SAHAKARI BANK LTD,4,0.3,0,0,Feb-17
COOPERATIVE,THE BARAMATI SAHAKARI BANK LTD,22,0.91,11,1.84,Mar-17
COOPERATIVE,THE BARAMATI SAHAKARI BANK LTD,1,0.01,108,19.56,Apr-17
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,2144,67.69,51815,129.93,May-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,2488,60.83,106500,160.81,Jun-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,2444,81.33,82088,91.08,Jul-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,3030,67.16,7006,89.44,Aug-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,2405,59.57,5175,70.82,Sep-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,3366,73.32,17822,379.68,Oct-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,4774,110.67,7705,106.31,Nov-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,8585,269.23,15097,366.21,Dec-16
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,9872,313.40,18561,497.30,Jan-17
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,9028,295.05,18586,421.91,Feb-17
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,6552,255.72,21611,471.22,Mar-17
COOPERATIVE,The Gadchiroli Dist Co-Op Bank,11235,599.34,18082,439.12,Apr-17
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,18248,1805.08,38423,3478.48,May-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,18959,1805.13,32781,3693.98,Jun-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,17949,1596.97,36408,3866.80,Jul-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,17903,1805.06,38998,6969.82,Aug-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,20444,1466.36,43098,4014.99,Sep-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,21118,1880.09,46847,4608.97,Oct-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,28262,2290.63,41023,3891.80,Nov-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,61962,4213.84,85836,6456.12,Dec-16
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,92133,5621.05,93327,7179.33,Jan-17
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,62199,4151.59,84723,6066.27,Feb-17
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,66834,5454.48,127968,10393.42,Mar-17
COOPERATIVE,THE GUJARAT STATE CO-OP BANK LTD,59527,5919.48,88631,7703.01,Apr-17
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,1768,109.93,436,43.75,May-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,2158,139.06,529,43.08,Jun-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,1703,107.91,546,35.68,Jul-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,1735,109.04,508,34.41,Aug-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,1686,100.42,545,42.56,Sep-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,1930,117.13,738,51.04,Oct-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,2354,175.19,977,89.68,Nov-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,3909,225.96,2408,207.32,Dec-16
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,4632,277.53,3812,300.18,Jan-17
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,4082,256.06,3022,280.79,Feb-17
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,4410,278.92,2778,330.45,Mar-17
COOPERATIVE,THE HASTI CO-OP. BANK LTD.,3247,201.31,2039,191.67,Apr-17
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,16217,535.71,25619,1342.79,May-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,19081,657.40,26118,1239.87,Jun-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,17869,604.83,31859,1042.18,Jul-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,18070,556.73,31963,1786.05,Aug-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,16464,853.73,27023,1934.68,Sep-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,19555,749.63,27303,1197.96,Oct-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,23293,887.21,26722,1578.89,Nov-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,36344,1297.89,43383,3459.01,Dec-16
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,31918,1086.11,43072,3562.13,Jan-17
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,30530,1103.25,38332,1568.39,Feb-17
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,36093,3130.59,52474,9449.43,Mar-17
COOPERATIVE,THE KANGRA CENTRAL COOP BANK LTD,28096,943.98,31552,1765.03,Apr-17
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,1718,359.11,5400,148.16,May-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,1837,344.10,5880,144.31,Jun-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,1679,210.94,5897,163.54,Jul-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,1723,325.92,5981,171.70,Aug-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,1696,322.11,5916,161.69,Sep-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,1897,389.49,6602,185.56,Oct-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,2316,376.98,7421,152.29,Nov-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,4024,368.86,10407,218.18,Dec-16
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,3858,911.97,9742,246.02,Jan-17
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,3425,1463.19,8711,219.78,Feb-17
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,3744,505.95,9950,307.23,Mar-17
COOPERATIVE,THE KANGRA CO OPERATIVE BANK LTD,3009,1245.54,8059,198.04,Apr-17
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,10024,580.59,8445,747.53,May-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,9555,574.68,8483,628.26,Jun-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,9644,526.50,8430,579.57,Jul-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,8534,573.52,9209,571.57,Aug-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,8680,521.44,8974,516.90,Sep-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,8857,547.27,10222,868.59,Oct-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,11917,665.82,9649,521.74,Nov-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,14809,813.49,14572,928.77,Dec-16
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,15795,888.60,16157,1047.87,Jan-17
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,12600,728.69,14646,935.97,Feb-17
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,17404,6384.63,18823,1329.28,Mar-17
COOPERATIVE,THE NASIK MERCHANTS CO-OP BANK LTD.,12180,745.07,14051,1012.40,Apr-17
COOPERATIVE,THE NAVNIRMAN COOPERATIVE BANK LTD,57,3.97,0,0.00,Jan-17
COOPERATIVE,THE NAVNIRMAN COOPERATIVE BANK LTD,1166,83.75,357,32.24,Feb-17
COOPERATIVE,THE NAVNIRMAN COOPERATIVE BANK LTD,1745,122.74,1175,123.20,Mar-17
COOPERATIVE,THE NAVNIRMAN COOPERATIVE BANK LTD,1305,90.90,942,105.14,Apr-17
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,702,54.43,140,11.59,May-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,773,52.11,214,17.36,Jun-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,819,72.70,261,38.22,Jul-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,914,56.95,303,48.86,Aug-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,889,52.96,290,112.67,Sep-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,1078,75.20,351,105.63,Oct-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,2210,118.10,596,33.46,Nov-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,5638,209.65,1882,278.96,Dec-16
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,6015,248.21,2317,285.71,Jan-17
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,3589,266.87,1534,177.3,Feb-17
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,3892,210.18,1442,304.46,Mar-17
COOPERATIVE,THE PANDHARPUR URBAN CO-OP BANK,2886,159.63,1107,174.88,Apr-17
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,15867,1953.48,286872,720.04,May-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,12176,2363.71,286447,771.76,Jun-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,10828,907.28,200269,681.12,Jul-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,14602,1352.22,205779,879.80,Aug-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,13460,1325.74,199696,750.76,Sep-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,10993,529.96,202793,690.02,Oct-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,9804,1291.30,193380,992.16,Nov-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,31031,2102.06,203317,1552.58,Dec-16
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,52908,8073.08,208941,3748.10,Jan-17
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,33534,1669.77,198720,2345.48,Feb-17
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,37186,5000.20,234107,3085.23,Mar-17
COOPERATIVE,THE RAJASTHAN ST. COOP. BANK LTD,18911,4192.61,193993,2611.72,Apr-17
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,159086,14013.18,68116,12505.61,May-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,113961,10894.22,57045,5961.11,Jun-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,97465,15118.03,38777,4177.67,Jul-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,64460,8425.65,25643,4135.83,Aug-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,10181,4554.22,7861,2186.38,Sep-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,5592,1262.43,4516,546.69,Oct-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,3891,530.70,3753,624.13,Nov-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,2643,738.78,2544,436.42,Dec-16
FOREIGN,THE ROYAL BANK OF SCOTLAND N.V,2841,520.74,2733,381.85,Jan-17
FOREIGN,THE ROYAL BANK OF SCOTLAND PLC,2736,334.95,2414,200.4,Feb-17
FOREIGN,THE ROYAL BANK OF SCOTLAND PLC,2838,298.96,2426,256.65,Mar-17
FOREIGN,THE ROYAL BANK OF SCOTLAND PLC,908,181.68,511,114.87,Apr-17
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,1819,163.17,4255,238.95,May-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,1915,179.35,4266,209.21,Jun-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,2007,123.25,4459,251.08,Jul-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,2080,191.43,4991,241.51,Aug-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,2071,175.03,4676,313.46,Sep-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,2451,202.61,5699,308.23,Oct-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,2625,185.42,5471,215.56,Nov-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,3980,286.83,7981,368.78,Dec-16
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,4254,214.35,9967,622.68,Jan-17
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,3596,221.79,7645,317.36,Feb-17
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,4168,348.14,9310,457.54,Mar-17
COOPERATIVE,THE SAHEBRAO DESHMUKH COOP BANK LTD,3735,262.10,8646,383.03,Apr-17
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,3685,505.87,18383,409.65,May-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,3933,733.48,14869,766.77,Jun-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,4441,535.76,17037,485.89,Jul-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,3728,806.86,25002,477.29,Aug-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,4230,904.05,24491,512.31,Sep-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,5742,1484.75,19930,1010.60,Oct-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,4443,321.50,15742,269.10,Nov-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,15547,1136.70,17405,902.56,Dec-16
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,15980,767.57,28019,760.15,Jan-17
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,13255,796.88,28864,817.8,Feb-17
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,18412,1436.67,30570,1303.90,Mar-17
COOPERATIVE,THE VARACHHA CO-OP. BANK LTD,12821,692.43,24359,770.57,Apr-17
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,5041,361.89,7841,542.98,May-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,5272,514.10,8272,635.30,Jun-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,5208,603.89,8544,602.44,Jul-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,5201,573.00,9210,676.53,Aug-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,5024,694.84,8641,637.10,Sep-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,5740,601.38,10267,662.33,Oct-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,7054,746.54,10646,601.57,Nov-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,11361,726.16,18361,1374.93,Dec-16
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,11981,738.90,18102,796.54,Jan-17
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,9885,620.42,15281,737.85,Feb-17
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,11592,850.56,17804,1062.60,Mar-17
COOPERATIVE,THE VISHWESHWAR SAHAKARI BANK LTD,9515,674.61,15182,798.67,Apr-17
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,1581,107.06,2741,235.74,May-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,1673,84.82,3271,213.70,Jun-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,1835,163.85,2984,247.30,Jul-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,1795,126.60,2838,211.93,Aug-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,1943,159.67,3082,319.93,Sep-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,2567,188.01,3659,554.06,Oct-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,2213,122.56,2894,401.51,Nov-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,3068,485.19,4450,497.10,Dec-16
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,3279,164.95,4346,288.61,Jan-17
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,2927,157.31,3762,374.47,Feb-17
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,3667,339.38,5718,527.65,Mar-17
COOPERATIVE,THE ZOROASTRIAN CO-OP BANK LTD,3544,327.09,4047,362.90,Apr-17
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,2646,140.23,1807,159.96,May-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,2778,175.52,1897,231.20,Jun-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,2779,160.28,1955,159.06,Jul-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,3002,189.67,2280,188.44,Aug-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,2660,151.96,2066,213.42,Sep-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,2594,147.80,1968,216.27,Oct-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,4363,211.19,2933,248.03,Nov-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,5358,287.06,4858,360.17,Dec-16
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,7154,387.91,4786,411.67,Jan-17
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,5489,321.91,3988,353.87,Feb-17
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,5723,334.86,4740,377.03,Mar-17
COOPERATIVE,TUMKUR GRAIN MERCHANTS COOP BANK,4859,300.64,3472,316.74,Apr-17
PUBLIC_SECTOR,UCO BANK,477695,40912.49,1744722,48939.48,May-16
PUBLIC_SECTOR,UCO BANK,484956,42272.86,1719621,56420.70,Jun-16
PUBLIC_SECTOR,UCO BANK,465980,41525.52,1582666,56159.00,Jul-16
PUBLIC_SECTOR,UCO BANK,513280,50826.01,1709421,74935.99,Aug-16
PUBLIC_SECTOR,UCO BANK,505630,47206.54,1784290,61124.71,Sep-16
PUBLIC_SECTOR,UCO BANK,552563,45560.88,1981615,68510.02,Oct-16
PUBLIC_SECTOR,UCO BANK,500678,44807.20,1832752,57482.63,Nov-16
PUBLIC_SECTOR,UCO BANK,770183,54179.85,2259107,73029.19,Dec-16
PUBLIC_SECTOR,UCO BANK,712706,53443.00,2409337,81706.38,Jan-17
PUBLIC_SECTOR,UCO BANK,627075,48073.5,2163746,72142.26,Feb-17
PUBLIC_SECTOR,UCO BANK,723223,73365.57,3104865,138249.00,Mar-17
PUBLIC_SECTOR,UCO BANK,563853,61305.65,2210985,75643.56,Apr-17
PUBLIC_SECTOR,UJJIVAN SMALL FINANCE BANK LTD.,33,0.39,58,1020.15,Feb-17
PUBLIC_SECTOR,UJJIVAN SMALL FINANCE BANK LTD.,219,343.50,248,5735.00,Mar-17
PUBLIC_SECTOR,UJJIVAN SMALL FINANCE BANK LTD.,451,61.96,357,1768.44,Apr-17
PUBLIC_SECTOR,UNION BANK OF INDIA,1531852,114493.02,3298015,181413.39,May-16
PUBLIC_SECTOR,UNION BANK OF INDIA,1514311,112934.24,3274159,213426.87,Jun-16
PUBLIC_SECTOR,UNION BANK OF INDIA,1460293,114436.42,3239205,220010.45,Jul-16
PUBLIC_SECTOR,UNION BANK OF INDIA,1582086,146138.76,3381758,263353.31,Aug-16
PUBLIC_SECTOR,UNION BANK OF INDIA,1539319,155774.07,3368699,212766.22,Sep-16
PUBLIC_SECTOR,UNION BANK OF INDIA,1763287,153490.72,3909405,219585.33,Oct-16
PUBLIC_SECTOR,UNION BANK OF INDIA,1551172,158639.81,3171071,209239.20,Nov-16
PUBLIC_SECTOR,UNION BANK OF INDIA,2401686,183843.30,4743520,248537.95,Dec-16
PUBLIC_SECTOR,UNION BANK OF INDIA,2490635,212620.03,4718861,288078.70,Jan-17
PUBLIC_SECTOR,UNION BANK OF INDIA,2097824,162491.45,4295605,258401.06,Feb-17
PUBLIC_SECTOR,UNION BANK OF INDIA,2553549,263241.00,5565391,415522.00,Mar-17
PUBLIC_SECTOR,UNION BANK OF INDIA,1906576,184018.20,3907219,275160.99,Apr-17
PUBLIC_SECTOR,UNITED BANK OF INDIA,780317,32328.37,1568131,47907.56,May-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,858744,32809.70,1924280,61738.25,Jun-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,752908,33744.66,1635229,51496.72,Jul-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,1014242,36988.47,1898639,60276.45,Aug-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,807106,34936.51,1993859,55962.89,Sep-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,745432,38570.33,2095903,55627.45,Oct-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,620543,36552.55,1729376,51884.50,Nov-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,998210,50969.74,2282102,78747.77,Dec-16
PUBLIC_SECTOR,UNITED BANK OF INDIA,1015467,45119.66,2506602,73743.88,Jan-17
PUBLIC_SECTOR,UNITED BANK OF INDIA,943172,42095.58,2208492,58054.69,Feb-17
PUBLIC_SECTOR,UNITED BANK OF INDIA,1134002,55348.49,2982562,99785.91,Mar-17
PUBLIC_SECTOR,UNITED BANK OF INDIA,1058594,41068.34,2827454,78354.89,Apr-17
FOREIGN,UNITED OVERSEAS BANK LTD,122,17.13,62,38.99,May-16
FOREIGN,UNITED OVERSEAS BANK LTD,163,532.99,68,523.88,Jun-16
FOREIGN,UNITED OVERSEAS BANK LTD,140,40.12,63,131.58,Jul-16
FOREIGN,UNITED OVERSEAS BANK LTD,135,1167.50,106,33.82,Aug-16
FOREIGN,UNITED OVERSEAS BANK LTD,141,1059.35,47,169.48,Sep-16
FOREIGN,UNITED OVERSEAS BANK LTD,98,59.90,94,95.86,Oct-16
FOREIGN,UNITED OVERSEAS BANK LTD,88,10.66,124,45.67,Nov-16
FOREIGN,UNITED OVERSEAS BANK LTD,117,111.05,151,75.55,Dec-16
FOREIGN,UNITED OVERSEAS BANK LTD,97,234.17,94,410.35,Jan-17
FOREIGN,UNITED OVERSEAS BANK LTD,91,15.95,85,98.53,Feb-17
FOREIGN,UNITED OVERSEAS BANK LTD,136,2889.95,72,151.97,Mar-17
FOREIGN,UNITED OVERSEAS BANK LTD,115,1013.30,82,32.73,Apr-17
FOREIGN,UTKARSH SMALL FINANCE BANK LTD,0,0.00,0,0.00,Mar-17
FOREIGN,UTKARSH SMALL FINANCE BANK LTD,157,3.03,66,1.75,Apr-17
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,1995,149.77,5622,328.39,May-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,2143,148.09,5860,330.84,Jun-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,2066,124.98,5804,281.47,Jul-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,2159,152.55,6556,340.03,Aug-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,2109,151.40,6033,412.23,Sep-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,2626,174.99,7753,358.35,Oct-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,3402,216.21,7558,341.88,Nov-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,4260,226.85,9594,422.72,Dec-16
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,3930,225.56,10215,462.90,Jan-17
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,3441,233.18,9816,386.56,Feb-17
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,3946,314.04,11721,634.60,Mar-17
COOPERATIVE,VASAI VIKAS SAHAKARI BANK LTD,3274,259.40,11100,429.72,Apr-17
PUBLIC_SECTOR,VIJAYA BANK,357775,25376.58,954357,42631.62,May-16
PUBLIC_SECTOR,VIJAYA BANK,375145,41268.55,925798,58117.33,Jun-16
PUBLIC_SECTOR,VIJAYA BANK,350586,30684.28,895656,51245.34,Jul-16
PUBLIC_SECTOR,VIJAYA BANK,337264,33847.22,935618,52562.35,Aug-16
PUBLIC_SECTOR,VIJAYA BANK,304007,40595.49,981347,53017.79,Sep-16
PUBLIC_SECTOR,VIJAYA BANK,321809,33466.06,1061486,61092.28,Oct-16
PUBLIC_SECTOR,VIJAYA BANK,360975,36866.28,1163687,49192.98,Nov-16
PUBLIC_SECTOR,VIJAYA BANK,584146,67501.81,1458381,75437.37,Dec-16
PUBLIC_SECTOR,VIJAYA BANK,626220,50470.48,1431213,74901.32,Jan-17
PUBLIC_SECTOR,VIJAYA BANK,536041,43874.75,1288511,70744.92,Feb-17
PUBLIC_SECTOR,VIJAYA BANK,611976,88841.91,1656842,119552.00,Mar-17
PUBLIC_SECTOR,VIJAYA BANK,476135,46548.54,1213445,74016.45,Apr-17
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,15635,491.62,84841,2161.86,May-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,17425,518.34,103696,2883.62,Jun-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,16942,483.93,88579,2727.31,Jul-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,18904,541.79,108144,3125.33,Aug-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,14038,619.32,136416,3384.08,Sep-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,19349,532.27,135444,3509.45,Oct-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,25837,807.77,90395,3427.81,Nov-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,38625,1346.42,122119,3737.86,Dec-16
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,47785,1490.74,108842,2823.75,Jan-17
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,34931,1270.58,123396,3235.2,Feb-17
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,48324,1340.63,179295,6967.69,Mar-17
COOPERATIVE,WEST BENGAL STATE COOPERATIVE BANK,29495,1047.20,193513,5245.70,Apr-17
FOREIGN,WESTPAC BANKING CORPORATION,240,303.08,19,285.33,May-16
FOREIGN,WESTPAC BANKING CORPORATION,308,34.58,22,131.69,Jun-16
FOREIGN,WESTPAC BANKING CORPORATION,262,38.24,22,36.96,Jul-16
FOREIGN,WESTPAC BANKING CORPORATION,306,45.48,24,25.67,Aug-16
FOREIGN,WESTPAC BANKING CORPORATION,250,25.30,16,3022.13,Sep-16
FOREIGN,WESTPAC BANKING CORPORATION,244,29.46,21,2.49,Oct-16
FOREIGN,WESTPAC BANKING CORPORATION,418,54.16,25,51.04,Nov-16
